,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,coef_ajustement
75,3276920270,2014-11-05,895442.3854447439,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.98700000000001,3240,35020,1.0756064690026954
1101,2197600451,2014-11-05,678707.6819407009,5,2.0,2270,2400,2.0,0,0,3,7,2270,0,1905,0,98122,47.6051,-122.319,1320,2400,1.0756064690026954
1422,6127600036,2014-11-05,859409.5687331536,4,2.75,2390,6820,2.0,0,0,4,7,2140,250,1945,0,98115,47.6788,-122.27,1980,6820,1.0756064690026954
11281,9206700060,2014-11-05,763680.5929919138,4,2.5,4070,129808,2.0,0,0,3,10,4070,0,1998,0,98038,47.4433,-122.016,4070,102366,1.0756064690026954
11587,8807810890,2014-11-05,414108.4905660377,3,1.0,1250,21303,1.0,0,0,3,6,1250,0,1970,0,98053,47.6625,-122.059,1250,17920,1.0756064690026954
12855,2525000760,2014-11-05,467888.8140161725,3,2.0,2360,12744,2.0,0,0,5,7,2360,0,1964,0,98059,47.483000000000004,-122.164,1650,8625,1.0756064690026954
6445,7349400420,2014-11-05,307929.99797843664,4,2.25,1980,9714,1.0,0,0,3,7,1170,810,1977,0,98002,47.3207,-122.209,1610,9272,1.0756064690026954
14802,7436200040,2014-11-05,311925.8760107817,5,2.5,2780,9652,1.0,0,0,4,8,1390,1390,1967,0,98001,47.3444,-122.271,1790,9652,1.0756064690026954
18871,3221069057,2014-11-05,301169.8113207547,3,1.0,1310,22652,1.0,0,0,3,7,1310,0,1968,0,98092,47.2574,-122.072,1600,103672,1.0756064690026954
1210,8585400135,2014-11-05,629229.7843665768,4,1.75,1760,5356,1.0,0,0,4,7,920,840,1950,0,98115,47.678999999999995,-122.288,1680,5184,1.0756064690026954
3427,7732400490,2014-11-05,787720.3975741239,4,2.5,2270,7665,2.0,0,0,3,9,2270,0,1986,0,98052,47.6612,-122.148,2450,8706,1.0756064690026954
7821,3332000530,2014-11-05,644288.2749326145,5,3.25,2590,6180,1.0,0,0,3,7,1330,1260,1960,0,98118,47.551,-122.272,1560,6180,1.0756064690026954
11079,7010700810,2014-11-06,832832.3450134771,4,2.75,2010,7000,2.0,0,0,5,8,2010,0,1901,0,98199,47.6607,-122.396,1420,4400,1.076010781671159
8819,5191100180,2014-11-06,1081390.8355795147,5,2.0,2440,3080,2.0,0,0,4,8,2440,0,1910,0,98112,47.6242,-122.306,1640,3077,1.076010781671159
1510,4136930310,2014-11-06,387363.88140161725,4,2.5,2390,7115,2.0,0,0,3,9,2390,0,1999,0,98092,47.2593,-122.22200000000001,2600,7916,1.076010781671159
2686,8910500238,2014-11-06,369071.69811320753,3,3.25,1210,1173,2.0,0,0,3,8,1000,210,2002,0,98133,47.7114,-122.35600000000001,1650,1493,1.076010781671159
1504,6202600070,2014-11-06,1185796.1617250673,5,2.5,3890,27311,2.0,0,2,3,10,3890,0,1950,1990,98177,47.7291,-122.363,3160,22641,1.076010781671159
728,2525000510,2014-11-06,352931.5363881402,3,1.75,1470,7650,1.0,0,0,3,7,1130,340,1983,0,98059,47.4818,-122.161,1590,7500,1.076010781671159
16932,3213200250,2014-11-06,651121.0242587602,2,1.0,1160,5029,1.0,0,0,3,7,910,250,1940,0,98115,47.6723,-122.266,1220,5029,1.076010781671159
13367,7519000580,2014-11-06,656366.576819407,4,1.0,1390,3708,1.5,0,0,4,7,1390,0,1926,0,98117,47.685,-122.363,1430,3708,1.076010781671159
17668,3755500065,2014-11-06,500345.01347708894,3,2.0,1430,14250,1.0,0,0,3,7,1430,0,1953,0,98033,47.701,-122.199,1530,11475,1.076010781671159
9665,8651443360,2014-11-06,210575.30997304583,3,1.0,1120,5200,1.0,0,0,5,7,1120,0,1976,0,98042,47.3638,-122.088,1690,5200,1.076010781671159
1049,7613700860,2014-11-06,770961.7250673855,3,1.75,1930,5000,1.0,0,0,3,9,1230,700,1936,0,98105,47.6582,-122.27799999999999,2300,6000,1.076010781671159
17730,1370804115,2014-11-06,554145.5525606469,2,1.0,1640,5200,1.0,0,0,4,7,1040,600,1937,0,98199,47.6426,-122.40299999999999,1780,5040,1.076010781671159
17598,3336001316,2014-11-06,172161.72506738544,2,1.0,830,4500,1.0,0,0,3,6,830,0,1920,0,98118,47.5248,-122.265,1092,5350,1.076010781671159
8261,5628300015,2014-11-06,403504.0431266846,3,2.0,1640,9750,1.0,0,0,3,7,1640,0,1959,0,98028,47.7425,-122.241,1340,9750,1.076010781671159
17587,2695600410,2014-11-06,461554.8247978437,2,1.0,1760,4441,1.0,0,0,3,8,1310,450,1950,0,98126,47.5311,-122.381,1350,5748,1.076010781671159
13035,8658303265,2014-11-06,322803.2345013477,3,1.0,1260,5000,1.0,0,0,4,6,1260,0,1968,0,98014,47.6492,-121.915,1180,7500,1.076010781671159
8284,4365700450,2014-11-06,207670.0808625337,2,1.0,950,9000,1.0,0,0,3,6,950,0,1924,0,98106,47.5219,-122.361,1000,8280,1.076010781671159
17925,9238430300,2014-11-06,591805.9299191375,4,1.75,2550,39460,1.0,0,0,3,8,1890,660,1982,0,98072,47.7707,-122.12299999999999,2560,38638,1.076010781671159
8318,9517200180,2014-11-06,403504.0431266846,3,2.0,1410,10078,1.0,0,0,4,6,1410,0,1983,0,98072,47.7587,-122.14399999999999,2090,9202,1.076010781671159
3551,7300410300,2014-11-06,381983.8274932615,4,2.5,2570,6466,2.0,0,0,3,9,2570,0,1999,0,98092,47.3324,-122.17,2520,6667,1.076010781671159
4406,3505100756,2014-11-06,2205822.102425876,4,3.0,4280,18834,1.0,0,4,5,11,2180,2100,1971,0,98116,47.5811,-122.4,2490,8858,1.076010781671159
11340,3407700012,2014-11-06,1160477.628032345,4,3.5,3740,41458,2.0,0,2,3,11,3740,0,2000,0,98072,47.7375,-122.139,3750,38325,1.076010781671159
18166,3664500300,2014-11-06,247482.4797843666,2,1.0,1470,25661,1.5,0,0,3,4,1470,0,1932,0,98059,47.4878,-122.13,1670,43301,1.076010781671159
4121,9522350090,2014-11-06,683266.846361186,4,2.5,2410,7069,2.0,0,0,3,9,2410,0,1993,0,98034,47.7094,-122.234,2240,7184,1.076010781671159
18959,6430500191,2014-11-06,338943.3962264151,1,1.0,700,3876,1.0,0,0,3,6,700,0,1910,0,98103,47.6886,-122.352,1150,3952,1.076010781671159
4128,2887950110,2014-11-06,263622.641509434,3,2.5,1820,6785,1.0,0,0,3,7,1420,400,1994,0,98092,47.3201,-122.177,1710,6055,1.076010781671159
2374,1330900570,2014-11-06,618706.1994609165,4,2.5,2520,35636,2.0,0,0,3,8,2520,0,1980,0,98053,47.652,-122.031,2230,35673,1.076010781671159
17285,2856100250,2014-11-06,790867.9245283019,4,2.5,2470,2550,3.0,0,0,3,8,2470,0,2004,0,98117,47.6765,-122.389,1270,3060,1.076010781671159
20284,255370020,2014-11-06,371223.7196765499,4,2.5,2020,3600,2.0,0,0,3,7,2020,0,2012,0,98038,47.3535,-122.01700000000001,2210,3800,1.076010781671159
8494,7305300090,2014-11-06,363691.64420485176,4,1.75,1530,8152,1.0,0,0,5,6,910,620,1948,0,98155,47.7557,-122.32799999999999,1310,8152,1.076010781671159
8524,7212651210,2014-11-06,344323.4501347709,4,2.75,2150,9163,1.0,0,0,3,8,1340,810,1992,0,98003,47.266000000000005,-122.307,2260,7750,1.076010781671159
8543,259800410,2014-11-06,478824.79784366576,3,1.75,1750,7200,1.0,0,0,3,7,1750,0,1966,0,98008,47.6289,-122.119,1810,7590,1.076010781671159
20614,6149700197,2014-11-06,332083.8274932615,2,2.0,1500,1408,3.0,0,0,3,7,1500,0,1999,0,98133,47.7293,-122.34299999999999,1500,1245,1.076010781671159
9734,3013300830,2014-11-06,441164.4204851752,2,1.0,1030,4366,1.0,0,0,3,7,1030,0,1912,0,98136,47.5311,-122.384,1890,4499,1.076010781671159
20864,1245003268,2014-11-06,1371913.7466307278,4,3.5,3530,8126,2.0,0,0,3,10,3530,0,2007,0,98033,47.6847,-122.2,2660,8126,1.076010781671159
6241,952004725,2014-11-06,301283.0188679245,2,1.0,880,5750,1.0,0,0,3,6,880,0,1939,0,98126,47.5642,-122.37899999999999,1190,5750,1.076010781671159
5703,8564600080,2014-11-06,425024.2587601078,3,2.0,1590,10229,1.0,0,0,3,7,1590,0,1966,0,98034,47.7239,-122.227,1320,10222,1.076010781671159
9271,3760500475,2014-11-06,996923.9892183288,4,2.75,2900,17802,1.0,0,2,3,9,1750,1150,1981,0,98034,47.7004,-122.229,2900,15720,1.076010781671159
19297,856000985,2014-11-06,1539556.2264150945,4,2.5,2910,7364,2.0,0,0,3,10,2910,0,2003,0,98033,47.6906,-122.213,2480,8400,1.076010781671159
341,1115300070,2014-11-06,735991.3746630728,4,3.5,3040,8414,2.0,0,0,3,9,2420,620,2010,0,98059,47.5222,-122.15700000000001,3470,8066,1.076010781671159
6264,2483700095,2014-11-06,602566.037735849,4,1.5,1810,6000,1.0,0,1,3,8,1350,460,1952,0,98136,47.5233,-122.38600000000001,2020,6000,1.076010781671159
5589,6447300225,2014-11-06,2022900.269541779,3,2.75,2620,17919,1.0,0,1,4,9,2620,0,1949,0,98039,47.6144,-122.228,3400,14400,1.076010781671159
13596,8682262260,2014-11-06,554145.5525606469,2,1.75,1930,5570,1.0,0,0,3,8,1930,0,2005,0,98053,47.7173,-122.03399999999999,1810,5178,1.076010781671159
5580,1771000950,2014-11-06,379831.8059299191,4,1.75,1780,9794,1.0,0,0,3,7,1780,0,1967,0,98077,47.7419,-122.073,1160,9750,1.076010781671159
7622,7818700410,2014-11-06,518099.1913746631,3,1.75,2140,6000,1.0,0,0,3,7,1070,1070,1948,0,98117,47.6913,-122.366,1240,4650,1.076010781671159
5519,1787600094,2014-11-06,306663.07277628034,3,1.0,1160,7875,1.0,0,0,3,7,1160,0,1953,0,98125,47.724,-122.323,1600,7875,1.076010781671159
10833,8651500710,2014-11-06,654967.7628032345,4,2.5,2260,9696,1.0,0,0,3,9,2260,0,1983,0,98074,47.643,-122.066,2400,12111,1.076010781671159
6704,1446400648,2014-11-06,218430.18867924527,2,1.0,1080,9067,1.0,0,0,3,6,1080,0,1951,0,98168,47.4815,-122.331,1080,6647,1.076010781671159
11071,646500070,2014-11-06,451924.5283018868,3,1.0,1060,7638,1.0,0,0,5,7,1060,0,1966,0,98007,47.5941,-122.14200000000001,1470,8097,1.076010781671159
15877,268500020,2014-11-06,303973.0458221024,4,1.0,1650,9750,1.0,0,0,4,7,1650,0,1964,0,98059,47.4991,-122.164,1650,10112,1.076010781671159
14836,3599600276,2014-11-06,231880.32345013478,3,2.0,1380,9000,2.0,0,0,2,7,1380,0,1946,1982,98001,47.2613,-122.24799999999999,1460,9732,1.076010781671159
5452,422000010,2014-11-06,322749.43396226416,3,1.0,1580,5250,1.0,0,0,5,7,1580,0,1954,0,98056,47.4964,-122.16799999999999,1180,5940,1.076010781671159
15926,2600130020,2014-11-06,837136.3881401618,3,3.0,2630,10156,1.0,0,0,4,9,2630,0,1987,0,98006,47.5481,-122.156,2660,10455,1.076010781671159
5391,1021079099,2014-11-06,371223.7196765499,3,2.5,1990,20466,1.5,0,0,4,8,1410,580,1987,0,98010,47.3259,-121.896,1660,93393,1.076010781671159
6532,3221069091,2014-11-06,538005.3908355795,3,2.5,2110,208737,2.0,0,3,3,9,2110,0,1977,0,98092,47.2674,-122.072,2390,125017,1.076010781671159
9188,6197200021,2014-11-06,154945.5525606469,3,1.0,980,6800,1.0,0,0,3,6,980,0,1946,0,98058,47.4411,-122.186,1140,9975,1.076010781671159
13837,5706200360,2014-11-06,500345.01347708894,5,2.25,3020,10010,1.0,0,0,3,7,1510,1510,1959,0,98027,47.5249,-122.044,1760,10878,1.076010781671159
21084,3204930170,2014-11-06,731687.3315363881,4,3.5,2510,3763,2.0,0,0,3,8,1990,520,2013,0,98052,47.7002,-122.103,2560,3820,1.076010781671159
499,7852030960,2014-11-06,470754.7169811321,3,2.5,2120,4500,2.0,0,0,3,7,2120,0,2000,0,98065,47.5322,-121.88,2530,4816,1.076010781671159
16237,7689600630,2014-11-06,232956.33423180593,2,1.0,710,6960,1.0,0,0,4,6,710,0,1943,0,98178,47.4886,-122.24600000000001,940,7680,1.076010781671159
10153,7631200310,2014-11-06,1059870.6199460917,2,2.5,2720,26761,2.0,1,4,3,7,2720,0,1990,0,98166,47.4499,-122.376,1870,12396,1.076010781671159
15646,8944460170,2014-11-06,395971.96765498654,4,2.5,2689,5724,2.0,0,0,3,9,2689,0,2006,0,98030,47.3799,-122.184,2665,5700,1.076010781671159
16659,200800480,2014-11-06,594303.3509433962,3,2.5,1960,8469,2.0,0,0,4,8,1960,0,1984,0,98052,47.7236,-122.105,2040,8189,1.076010781671159
7268,2421039075,2014-11-06,209822.10242587602,3,1.75,1190,14777,1.0,0,0,4,7,1190,0,1965,0,98023,47.2933,-122.37700000000001,2240,8325,1.076010781671159
15626,8963300005,2014-11-06,419644.20485175203,5,1.75,2290,7900,1.0,0,0,4,7,1190,1100,1965,0,98133,47.7577,-122.35799999999999,1870,8250,1.076010781671159
14672,8074200175,2014-11-06,294826.9541778976,3,1.75,1400,8364,1.0,0,0,4,7,1400,0,1958,0,98056,47.4918,-122.178,1210,8160,1.076010781671159
1661,5127001600,2014-11-06,356697.5741239892,4,1.75,1820,14319,1.0,0,0,4,7,1820,0,1969,0,98059,47.4757,-122.148,1440,10018,1.076010781671159
16793,2296700470,2014-11-06,500345.01347708894,4,2.5,2170,7700,1.0,0,0,3,7,1420,750,1969,0,98034,47.7216,-122.219,1710,7770,1.076010781671159
14297,7237500360,2014-11-06,1614016.1725067385,4,4.25,5550,12968,2.0,0,0,3,11,5550,0,2005,0,98059,47.5305,-122.135,4750,13001,1.076010781671159
5980,3416600185,2014-11-06,737067.3854447439,3,1.75,1480,7000,1.0,0,2,3,8,1480,0,1963,0,98122,47.6018,-122.291,1850,4000,1.076010781671159
2724,2770601741,2014-11-06,419644.20485175203,3,3.0,1490,2944,2.0,0,0,3,7,960,530,1993,0,98199,47.6506,-122.384,1590,1600,1.076010781671159
5904,8887001640,2014-11-06,448158.49056603777,4,2.0,2280,39848,2.0,0,0,4,8,2280,0,1991,0,98070,47.5003,-122.465,1900,38472,1.076010781671159
19266,2341800195,2014-11-06,324955.25606469,2,1.0,890,5000,1.0,0,0,4,6,890,0,1947,0,98118,47.5526,-122.287,1160,5000,1.076010781671159
10717,6021502470,2014-11-06,597185.9838274933,2,1.0,1550,4600,1.0,0,0,4,7,1050,500,1941,0,98117,47.68600000000001,-122.384,1550,4600,1.076010781671159
14195,2595300210,2014-11-06,509598.7061994609,4,1.5,1780,8400,1.0,0,0,3,7,1080,700,1969,0,98136,47.5173,-122.385,1660,8400,1.076010781671159
14225,345700150,2014-11-06,333563.3423180593,2,1.5,1010,10005,2.0,0,0,3,7,1010,0,1981,0,98056,47.5118,-122.189,1210,7794,1.076010781671159
5146,2780700050,2014-11-06,464836.6576819407,3,2.5,1920,9812,2.0,0,0,3,8,1920,0,2000,0,98028,47.7633,-122.243,1830,10534,1.076010781671159
6263,1432400095,2014-11-06,188301.88679245283,3,1.0,1280,7572,1.0,0,0,4,6,1280,0,1958,0,98058,47.4491,-122.176,1170,7667,1.076010781671159
15550,2023049372,2014-11-07,365927.31132075476,4,2.25,2670,9040,1.0,0,0,3,8,2170,500,1955,0,98148,47.4666,-122.32600000000001,1880,2648,1.0764150943396227
12895,5561100180,2014-11-07,694287.7358490566,5,2.25,3340,52476,2.0,0,0,4,8,3340,0,1975,0,98027,47.4553,-121.98700000000001,2460,48351,1.0764150943396227
8282,3644100072,2014-11-07,263721.69811320753,2,1.0,670,2356,1.0,0,0,5,6,670,0,1960,0,98144,47.5918,-122.295,1220,1740,1.0764150943396227
7376,9275200080,2014-11-07,317542.4528301887,3,1.5,720,7450,1.0,0,1,1,5,720,0,1924,0,98126,47.583999999999996,-122.375,2600,7360,1.0764150943396227
15360,1175000280,2014-11-07,761563.679245283,4,4.0,1550,6596,1.5,0,0,5,7,1550,0,1907,0,98107,47.6711,-122.398,1830,4850,1.0764150943396227
9648,2310100180,2014-11-07,387455.61320754717,3,2.5,2210,6280,2.0,0,0,3,8,2210,0,2003,0,98038,47.35,-122.04299999999999,2250,5972,1.0764150943396227
5416,9545250010,2014-11-07,844985.8490566039,4,2.5,3270,9578,2.0,0,0,3,9,3270,0,1993,0,98027,47.5373,-122.051,3120,8784,1.0764150943396227
18607,4139430410,2014-11-07,1244335.8490566039,4,3.5,4270,12305,2.0,0,2,3,10,4270,0,1994,0,98006,47.5489,-122.118,4190,13137,1.0764150943396227
11914,3295900520,2014-11-07,462804.6698113208,4,2.5,2320,4524,2.0,0,0,3,8,2320,0,2004,0,98059,47.4798,-122.13600000000001,2330,4524,1.0764150943396227
10247,2571910260,2014-11-07,349146.0,3,2.5,2000,9669,2.0,0,0,4,8,2000,0,1992,0,98022,47.1964,-122.009,1930,9202,1.0764150943396227
19493,3529300330,2014-11-07,398273.5849056604,3,2.5,1980,6922,2.0,0,0,5,8,1980,0,1991,0,98031,47.396,-122.184,2090,7697,1.0764150943396227
16063,6664900470,2014-11-07,299243.3962264151,4,2.5,1940,6887,2.0,0,0,3,7,1940,0,1990,0,98023,47.2911,-122.353,1870,6144,1.0764150943396227
1442,5694000710,2014-11-07,379920.7075471698,3,1.0,1760,3000,1.5,0,0,1,6,1760,0,1900,0,98103,47.6598,-122.348,1320,1266,1.0764150943396227
3338,1959701745,2014-11-07,1802995.283018868,6,2.25,4910,6600,2.5,0,0,5,10,3580,1330,1910,0,98102,47.6458,-122.32,3280,5500,1.0764150943396227
15663,6123600285,2014-11-07,199136.7924528302,3,1.5,1010,7755,1.0,0,0,3,6,1010,0,1953,0,98148,47.4238,-122.33200000000001,1270,8350,1.0764150943396227
12427,3291800140,2014-11-07,247575.47169811322,3,1.0,1360,9310,1.0,0,0,4,7,1020,340,1980,0,98056,47.4901,-122.185,1480,8330,1.0764150943396227
14142,9407100720,2014-11-07,312160.3773584906,3,1.75,1390,13200,2.0,0,0,3,7,1390,0,1979,0,98045,47.4429,-121.771,1430,10725,1.0764150943396227
11664,9558800030,2014-11-07,274485.8490566038,2,2.0,1140,8400,1.0,0,0,2,7,1140,0,1954,0,98148,47.4351,-122.335,1130,9375,1.0764150943396227
14428,8562720230,2014-11-07,1054886.7924528301,4,3.25,3720,7150,2.0,0,2,3,11,3720,0,2007,0,98027,47.5359,-122.069,4040,7442,1.0764150943396227
21169,8691420050,2014-11-07,920334.9056603773,4,3.5,3460,7702,2.0,0,0,3,10,3460,0,2010,0,98075,47.5942,-121.977,3380,7464,1.0764150943396227
11430,2555900030,2014-11-07,344452.8301886793,3,1.0,1520,8870,1.5,0,0,4,7,1520,0,1951,0,98155,47.7638,-122.31700000000001,1520,7800,1.0764150943396227
12603,4046500720,2014-11-07,506937.6886792453,3,2.5,2560,16420,2.0,0,0,4,8,2560,0,1989,0,98014,47.6916,-121.916,2120,16298,1.0764150943396227
12133,3188100105,2014-11-07,699669.8113207547,4,2.5,2110,6820,1.0,0,0,5,7,1530,580,1942,0,98115,47.6882,-122.306,1420,6431,1.0764150943396227
1204,7683800192,2014-11-07,193700.8962264151,3,1.0,960,10125,1.0,0,0,4,7,960,0,1952,0,98003,47.3335,-122.305,1250,9769,1.0764150943396227
19110,8651610580,2014-11-07,769636.7924528302,4,2.5,2570,7980,2.0,0,0,3,9,2570,0,1998,0,98074,47.6378,-122.065,2760,6866,1.0764150943396227
1193,7011201245,2014-11-07,705051.8867924529,3,1.0,1270,3600,1.5,0,0,3,7,1270,0,1906,0,98119,47.6368,-122.37,1710,3600,1.0764150943396227
8480,3034200666,2014-11-07,869851.037735849,4,3.25,3020,13457,1.0,0,0,5,9,3020,0,1956,0,98133,47.7174,-122.336,2120,7553,1.0764150943396227
15703,1442740010,2014-11-07,500533.0188679245,4,2.5,2590,16437,2.0,0,0,3,8,2590,0,1986,0,98038,47.3714,-122.059,2320,15625,1.0764150943396227
3496,461005360,2014-11-07,750261.320754717,4,3.0,2820,2850,1.5,0,0,5,7,1860,960,1928,0,98117,47.6813,-122.367,1570,4500,1.0764150943396227
2493,9407110710,2014-11-07,209900.94339622642,3,1.75,1510,8400,1.0,0,0,2,7,980,530,1979,0,98045,47.4476,-121.771,1500,10125,1.0764150943396227
14008,6146600175,2014-11-07,138857.54716981133,2,1.0,760,5240,1.0,0,0,3,6,760,0,1949,0,98032,47.388000000000005,-122.234,980,5080,1.0764150943396227
14484,3523069060,2014-11-07,312160.3773584906,3,1.75,1340,63597,1.0,0,0,4,7,1340,0,1963,0,98038,47.4379,-122.01100000000001,1950,87120,1.0764150943396227
10297,579000550,2014-11-07,473622.641509434,2,1.5,1080,6760,1.0,0,2,3,6,1080,0,1923,0,98117,47.7008,-122.38600000000001,2080,5800,1.0764150943396227
5550,8029200190,2014-11-07,244346.22641509434,3,1.0,1280,7198,1.0,0,0,5,6,1280,0,1916,1983,98022,47.2094,-121.99600000000001,1260,7198,1.0764150943396227
2880,381000110,2014-11-07,645795.2358490566,4,1.75,2720,7810,1.0,0,0,3,8,1510,1210,1952,0,98115,47.6788,-122.28299999999999,2120,7315,1.0764150943396227
1740,4309720160,2014-11-07,844985.8490566039,3,2.5,2930,33981,2.0,0,2,3,9,2930,0,2000,0,98059,47.5151,-122.12,3720,35230,1.0764150943396227
15432,9346960050,2014-11-07,710433.962264151,4,2.5,2290,9120,2.0,0,0,4,8,2290,0,1977,0,98006,47.5613,-122.12799999999999,2290,9120,1.0764150943396227
14110,8887001215,2014-11-07,438300.0801886793,3,1.75,1860,48076,1.5,0,0,4,8,1860,0,1929,0,98070,47.5051,-122.461,1410,23066,1.0764150943396227
12548,7302000210,2014-11-07,476313.679245283,3,1.5,2710,47419,1.5,0,0,3,7,2170,540,1980,0,98053,47.6522,-121.96600000000001,2130,48144,1.0764150943396227
3381,7854800090,2014-11-07,861078.2547169812,3,3.0,2900,11769,2.0,0,0,3,10,2900,0,1997,0,98052,47.6993,-122.118,2900,9611,1.0764150943396227
15393,7708000010,2014-11-07,453170.75471698114,3,2.0,1420,12655,1.0,0,0,5,7,1420,0,1968,0,98056,47.5309,-122.186,2020,9655,1.0764150943396227
17886,7227500740,2014-11-07,233582.07547169813,2,1.0,720,4760,1.0,0,0,5,5,720,0,1942,0,98056,47.496,-122.186,840,4760,1.0764150943396227
8402,2616700450,2014-11-07,266950.94339622644,3,1.75,1330,9831,1.0,0,0,3,7,1330,0,1987,0,98001,47.3304,-122.277,1330,7500,1.0764150943396227
7354,1395500020,2014-11-07,301288.58490566036,3,1.0,1400,10800,1.0,0,0,3,6,1400,0,1962,0,98034,47.718999999999994,-122.20200000000001,1430,10000,1.0764150943396227
1806,8079100370,2014-11-07,617862.2641509434,3,2.0,2060,7000,1.0,0,0,4,9,2060,0,1988,0,98029,47.5644,-122.012,2110,7000,1.0764150943396227
7385,5039300305,2014-11-07,484386.7924528302,3,2.5,1990,3478,2.0,0,0,3,10,1520,470,1990,0,98199,47.6361,-122.399,1710,6157,1.0764150943396227
20973,1239400650,2014-11-07,1336907.5471698113,4,3.5,4700,10183,1.0,0,2,3,11,2660,2040,2002,0,98033,47.6728,-122.189,3770,9000,1.0764150943396227
7610,1250201194,2014-11-07,483310.3773584906,3,1.75,1270,6600,1.5,0,0,5,7,1270,0,1903,0,98144,47.5976,-122.295,1490,3600,1.0764150943396227
4857,6669010290,2014-11-07,344452.8301886793,4,2.5,2190,7125,2.0,0,0,5,8,2190,0,1978,0,98032,47.3709,-122.285,2190,8075,1.0764150943396227
13155,2521059042,2014-11-07,490845.28301886795,5,2.75,2720,193406,1.0,0,4,4,7,1700,1020,1968,0,98092,47.2838,-122.12100000000001,2820,248292,1.0764150943396227
11624,7214820200,2014-11-07,660918.8679245283,4,2.25,2880,9996,1.0,0,0,4,8,1920,960,1981,0,98072,47.7584,-122.14299999999999,2410,10584,1.0764150943396227
17292,3630020380,2014-11-07,408790.1603773585,3,2.5,1470,1779,2.0,0,0,3,8,1160,310,2005,0,98029,47.5472,-121.99799999999999,1470,1576,1.0764150943396227
7623,5437810360,2014-11-07,241655.1886792453,3,1.75,1300,7735,1.0,0,0,4,7,1300,0,1980,0,98022,47.1983,-122.0,1300,8941,1.0764150943396227
4925,1003600080,2014-11-07,263721.69811320753,3,1.0,1010,9678,1.0,0,0,5,7,1010,0,1955,0,98188,47.4396,-122.285,1010,9375,1.0764150943396227
7910,5104540360,2014-11-07,663071.6981132076,4,2.5,3440,6915,2.0,0,0,3,10,3440,0,2006,0,98038,47.3538,-122.00399999999999,3200,6915,1.0764150943396227
9965,1560920370,2014-11-07,522061.320754717,3,2.25,2900,35273,2.0,0,0,3,9,2900,0,1986,0,98038,47.4013,-122.03,2510,38487,1.0764150943396227
10564,1921059045,2014-11-07,209900.94339622642,2,1.0,1280,7861,1.0,0,0,4,6,1280,0,1913,0,98002,47.3007,-122.228,1020,6480,1.0764150943396227
11986,3124049196,2014-11-07,355216.9811320755,4,1.5,2500,9448,1.0,0,0,4,7,1250,1250,1966,0,98106,47.5212,-122.339,1640,9490,1.0764150943396227
13237,4013200145,2014-11-07,461782.07547169813,3,1.0,1540,37950,1.0,0,0,4,7,1090,450,1959,0,98001,47.3259,-122.289,1820,24375,1.0764150943396227
11153,8857320030,2014-11-07,554353.7735849057,3,2.0,1810,2738,2.0,0,0,4,9,1810,0,1979,0,98008,47.6112,-122.115,1760,2754,1.0764150943396227
11617,7864500140,2014-11-07,296014.15094339626,4,1.5,1610,6923,1.0,0,0,3,6,1010,600,1969,0,98198,47.3747,-122.306,1320,7684,1.0764150943396227
2355,1425069116,2014-11-07,1278242.924528302,4,3.5,4340,217800,2.0,0,0,3,11,4340,0,2003,0,98053,47.6471,-122.01299999999999,3430,219106,1.0764150943396227
13283,764000155,2014-11-07,446712.26415094343,4,1.5,2700,14760,1.5,0,0,5,9,2700,0,1940,0,98022,47.1996,-122.00299999999999,1670,7200,1.0764150943396227
4099,9542100165,2014-11-07,941863.2075471699,4,3.0,3720,14125,1.0,0,0,4,9,1930,1790,1960,0,98005,47.5911,-122.177,3160,15300,1.0764150943396227
4077,3262300940,2014-11-07,941863.2075471699,3,1.0,1220,8119,1.0,0,0,4,7,1220,0,1955,0,98039,47.6328,-122.236,1910,8119,1.0764150943396227
18697,1623049241,2014-11-07,360599.0566037736,3,1.75,2390,30409,1.0,0,0,3,7,1560,830,1953,0,98168,47.4789,-122.296,1750,13500,1.0764150943396227
13696,9264901510,2014-11-07,258339.62264150946,3,1.75,1770,8571,1.0,0,0,3,8,1270,500,1978,0,98023,47.3109,-122.339,2120,7711,1.0764150943396227
19997,7299601790,2014-11-07,308931.1320754717,3,2.5,1600,6315,2.0,0,0,3,8,1600,0,2013,0,98092,47.2611,-122.198,1608,4300,1.0764150943396227
4046,2420069201,2014-11-07,287402.8301886793,3,2.0,1390,6005,2.0,0,0,3,8,1390,0,2005,0,98022,47.2117,-121.99,1264,5550,1.0764150943396227
20590,179001455,2014-11-07,479004.7169811321,4,3.25,3450,5000,2.0,0,0,3,8,3450,0,2008,0,98178,47.4925,-122.273,1420,5000,1.0764150943396227
13464,3420069060,2014-11-07,850367.9245283019,3,2.5,2640,432036,1.5,0,3,3,10,2640,0,1996,0,98022,47.1795,-122.036,1500,560617,1.0764150943396227
742,826069046,2014-11-07,796547.1698113208,3,2.0,2100,72745,1.0,0,0,4,9,2100,0,1995,0,98077,47.7479,-122.06200000000001,2290,54885,1.0764150943396227
